date,temp_sensor_1,humidity,pressure,temp_sensor_2,temp_sensor_water,dev_id,lon,lat,version,install_date
24.11.2025 23:41:23,19.3,40.5,984.6,20.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
24.11.2025 23:42:04,19.4,40.4,984.7,20.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
24.11.2025 23:44:09,19.7,40.1,984.7,20.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
24.11.2025 23:46:08,19.8,40.2,984.8,20.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
24.11.2025 23:48:59,20,39.7,984.9,21,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
24.11.2025 23:51:50,20.3,39.1,984.8,21,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
24.11.2025 23:54:42,20.6,38.5,984.9,21.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
24.11.2025 23:57:33,21,40.1,985.2,22,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:00:25,21.6,41.8,985.1,22.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:03:16,21.9,42.4,985.2,23,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:06:07,22.1,40.7,985.1,23,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:08:59,22,37.9,985.1,23,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:11:50,21.9,36.3,985.1,22.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:14:42,21.8,35.3,985.1,22.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:17:33,21.6,34.9,985.1,21.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:23:16,21.1,34.3,985.2,21.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:26:07,20.8,34.1,985.3,20.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:28:59,20.5,34.2,985.3,20.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:31:50,20.3,34.2,985.4,20.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:34:42,20,34.4,985.4,19.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:37:33,19.8,34.5,985.5,19.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:40:24,19.5,34.7,985.6,19.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:43:16,19.3,34.8,985.7,19.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:46:07,19.1,35,985.7,19,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:48:59,18.9,35.2,985.8,18.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:51:50,18.7,35.4,985.8,18.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:54:41,18.5,35.5,985.9,18.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 00:57:33,18.3,35.7,985.9,18.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:00:24,18.1,36,985.9,18,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:03:15,17.9,36.1,986.1,17.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:06:07,17.7,36.2,986,17.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:08:58,17.6,36.4,986.1,17.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:11:50,17.4,36.6,986.1,17.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:14:41,17.2,36.8,986.1,17,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:17:32,17.1,37,986.1,17,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:20:24,17,37.1,986.2,16.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:23:15,16.8,37.3,986.3,16.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:26:06,16.7,37.4,986.3,16.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:28:58,16.6,37.5,986.3,16.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:31:49,16.4,37.6,986.3,16.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:34:41,16.3,37.7,986.4,16,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:37:32,16.2,37.7,986.4,16,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:40:23,16.1,37.8,986.4,15.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:43:15,16,37.9,986.5,15.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:46:06,15.9,37.9,986.6,15.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:48:57,15.8,37.9,986.7,15.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:51:49,15.7,38,986.6,15.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:54:40,15.6,38,986.7,15.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 01:57:31,15.5,38,986.7,15.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:00:23,15.4,38.1,986.7,15.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:03:14,15.3,38.1,986.8,15.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:06:05,15.2,38.2,986.8,15,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:08:57,15.1,38.2,986.9,14.7,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:11:48,15,38.3,986.9,14.7,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:14:40,14.9,38.3,986.9,14.7,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:17:31,14.9,38.4,987,14.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:20:22,14.8,38.5,987,14.7,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:23:14,14.7,38.5,987.1,14.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:26:05,14.6,38.5,987.1,14.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:28:56,14.6,38.7,987.1,14.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:31:48,14.5,38.7,987.1,14.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:34:39,14.4,38.8,987.2,14,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:37:30,14.4,38.9,987.2,14,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:40:22,14.3,39,987.2,14,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:43:13,14.2,39.1,987.3,14,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:46:04,14.2,39.2,987.4,14,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:48:56,14.1,39.3,987.3,13.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:51:47,14,39.4,987.4,13.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:54:38,14,39.5,987.4,13.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 02:57:30,13.9,39.6,987.4,13.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:00:21,13.9,39.6,987.5,13.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:03:13,13.8,39.7,987.5,13.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:06:04,13.8,39.8,987.5,13.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:08:55,13.7,39.9,987.5,13.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:11:47,13.6,40,987.6,13.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:14:38,13.6,40.2,987.6,13.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:17:29,13.6,40.3,987.7,13.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:20:21,13.5,40.4,987.7,13.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:23:12,13.5,40.5,987.8,13.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:26:03,13.4,40.7,987.9,13.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:28:55,13.4,40.8,987.9,13.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:31:46,13.3,40.9,988,13.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:34:37,13.3,41,988,13,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:37:29,13.3,41.1,988.1,13,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:40:20,13.2,41.2,988.1,13,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:43:11,13.2,41.3,988.1,13,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:46:03,13.1,41.4,988.2,13,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:48:54,13.1,41.5,988.1,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:51:45,13,41.6,988.2,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:54:37,13,41.8,988.2,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 03:57:28,12.9,41.9,988.3,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:00:19,12.9,42,988.2,12.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:03:11,12.9,42.1,988.3,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:06:02,12.8,42.1,988.3,12.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:08:53,12.8,42.2,988.3,12.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:11:45,12.7,42.3,988.3,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:14:36,12.7,42.3,988.4,12.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:17:27,12.6,42.4,988.4,12.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:20:19,12.6,42.4,988.4,12.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:23:10,12.6,42.4,988.3,12.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:26:01,12.6,42.5,988.4,12.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:28:53,12.5,42.6,988.5,12.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:31:44,12.5,42.6,988.5,12.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:34:35,12.4,42.6,988.5,12.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:37:27,12.4,42.6,988.4,12.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:40:18,12.4,42.6,988.5,12.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:43:09,12.4,42.6,988.5,12.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:46:01,12.3,42.6,988.6,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:48:52,12.3,42.6,988.6,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:51:43,12.2,42.6,988.6,12.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:54:35,12.2,42.6,988.7,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 04:57:26,12.2,42.5,988.9,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:00:17,12.2,42.6,988.9,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:03:09,12.1,42.5,988.9,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:06:00,12.1,42.6,989,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:08:51,12.1,42.6,989,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:11:43,12,42.6,989,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:14:34,12,42.6,989.1,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:17:25,12,42.6,989.1,11.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:20:16,12,42.7,989,11.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:23:08,11.9,42.7,989.1,11.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:25:59,11.9,42.7,989.1,11.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:28:50,11.9,42.7,989.2,11.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:31:42,11.9,42.8,989.2,11.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:34:33,11.8,42.8,989.3,11.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:37:24,11.8,42.8,989.2,11.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:40:16,11.8,42.9,989.2,11.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:43:07,11.8,42.9,989.2,11.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:45:58,11.7,42.9,989.3,11.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:48:50,11.7,42.9,989.2,11.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:51:41,11.7,43,989.3,11.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:54:32,11.6,43,989.3,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 05:57:24,11.6,43.1,989.3,11.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:00:15,11.6,43.1,989.4,11.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:03:06,11.6,43.2,989.3,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:05:58,11.6,43.2,989.4,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:08:49,11.5,43.3,989.4,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:11:40,11.5,43.3,989.4,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:14:32,11.5,43.4,989.5,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:17:23,11.5,43.4,989.5,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:20:14,11.4,43.4,989.5,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:23:06,11.4,43.5,989.5,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:25:57,11.4,43.6,989.5,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:28:48,11.4,43.6,989.6,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:31:40,11.4,43.6,989.5,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:34:31,11.3,43.7,989.5,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:37:22,11.3,43.7,989.7,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:40:13,11.3,43.8,989.7,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:43:05,11.3,43.8,989.8,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:45:56,11.3,43.9,989.8,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:48:47,11.2,43.9,989.9,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:51:39,11.2,44,989.9,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:54:30,11.2,44,989.9,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 06:57:21,11.2,44.1,989.9,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:00:13,11.1,44.2,989.9,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:03:04,11.1,44.3,989.9,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:05:55,11.1,44.3,989.9,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:08:47,11.1,44.3,989.9,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:11:38,11.1,44.4,989.9,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:14:29,11.1,44.4,989.9,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:17:21,11,44.5,990,11,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:20:12,11,44.5,990,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:23:03,11,44.5,990.1,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:25:55,11,44.5,990.1,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:28:46,11,44.6,990.2,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:31:37,10.9,44.6,990.2,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:34:29,10.9,44.6,990.2,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:37:20,10.9,44.6,990.3,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:40:11,10.9,44.7,990.3,10.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:43:03,10.9,44.7,990.3,10.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:45:54,10.9,44.7,990.3,10.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:48:45,10.8,44.7,990.3,10.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:51:36,10.8,44.7,990.4,10.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:54:28,11.3,54,990.5,11.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 07:57:19,11.7,54.9,990.6,12,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:00:10,11.9,54.2,990.6,12.2,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:03:02,12.1,53.7,990.7,12.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:05:53,12.3,53.1,990.7,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:08:44,12.4,52.4,990.7,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:11:36,12.5,52.2,990.7,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:14:27,12.6,50,990.7,12.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:17:18,13,48.5,990.7,13.3,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:20:10,13.5,46.9,990.8,13.8,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:23:01,13.9,45.7,990.9,14.5,36.6,7001,56.065226,36.234294,1.0.0,01.12.2025
25.11.2025 08:28:44,14.6,52.2,990.9,15.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:31:35,15.0,52.0,990.9,16.0,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:34:26,15.5,51.2,990.9,16.3,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:37:18,15.8,50.0,990.8,16.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:40:09,16.2,48.3,990.8,17.2,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:43:00,16.6,46.4,990.8,17.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:45:52,17.1,46.5,991.0,18.0,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:48:43,17.0,43.5,991.0,17.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:51:35,17.1,43.8,991.0,17.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:54:26,17.2,45.1,991.0,17.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 08:57:17,17.2,45.3,991.1,17.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:00:09,17.2,44.3,991.2,17.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:03:00,17.1,43.9,991.2,17.2,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:05:51,17.0,43.6,991.2,17.0,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:08:43,16.9,43.4,991.3,17.0,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:11:34,16.8,43.2,991.4,16.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:14:25,16.7,43.1,991.3,16.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:17:17,16.5,43.1,991.3,16.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:20:08,16.4,43.0,991.4,16.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:23:00,16.9,47.4,991.2,17.2,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:25:51,17.6,48.6,991.2,18.0,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:28:42,18.5,47.5,991.2,18.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:31:34,19.1,45.7,991.3,19.3,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:34:25,19.6,44.5,991.2,20.0,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:37:16,20.1,44.2,991.1,20.3,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:40:08,20.3,41.3,991.2,20.3,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:42:59,20.4,38.9,991.2,20.3,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:45:51,20.3,38.8,991.3,19.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:48:42,20.3,39.9,991.3,19.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:51:33,20.4,39.8,991.5,19.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:54:25,20.5,39.1,991.5,19.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 09:57:16,20.5,38.7,991.5,19.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:00:08,20.4,38.6,991.5,19.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:02:59,20.3,38.5,991.6,19.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:05:50,20.1,38.5,991.7,19.3,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:08:42,20.0,38.5,991.8,19.3,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:14:25,19.7,38.6,991.8,19.0,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:17:16,19.6,38.6,991.8,18.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:20:07,19.4,41.7,991.6,18.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:22:59,19.3,42.9,991.6,18.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:25:50,19.5,42.4,991.7,18.8,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:28:41,19.8,41.7,991.7,19.3,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
25.11.2025 10:31:33,20.1,40.8,991.7,19.5,36.6,7001,56.0652260,36.2342940,1.0.0,01.12.2025
